pdb,cluster,chains
7K8Y,1,ADE
7K8V,48,ADE
7K8V,1,ADE
7K8V,1,ADE
7K8U,48,ADE
7K8U,1,ADE
7K8U,1,ADE
7K8X,48,ADF
7K8X,1,ADF
7K8X,1,ADF
7K8W,48,ADE
7K8W,1,ADE
7K8W,1,ADE
7K81,10,ABCD
7K81,6,ABCD
7K81,4912,ABCD
7K7R,1,ABC
7K7R,1,ABC
7K7R,40677,ABC
7KC9,244,ABC
7KC9,840,ABC
7KC9,2,ABC
7B3O,116,ACB
7B3O,1,ACB
7B3O,1,ACB
7KBT,7954,ABC
7KBT,1,ABC
7KBT,1,ABC
7KFW,116,ACD
7KFW,1,ACD
7KFW,1,ACD
7KLH,1,BAE
7KLH,1,BAE
7KLH,116,BAE
7KLG,1,ABE
7KLG,1,ABE
7KLG,116,ABE
7B1S,1629,BCA
7B1S,1728,BCA
7B1S,1630,BCA
5H9D,2386,ACE
5H9D,37400,ACE
5H9D,37401,ACE
4QPG,16215,ABC
4QPG,4835,ABC
4QPG,4836,ABC
7KI6,4403,ABC
7KI6,1,ABC
7KI6,433,ABC
4QPI,6154,ABC
4QPI,4835,ABC
4QPI,4836,ABC
7KHF,433,ABE
7KHF,1,ABE
7KHF,22758,ABE
7KI4,4403,ABC
7KI4,1,ABC
7KI4,433,ABC
7KFX,1,BAC
7KFX,116,BAC
7KFX,1,BAC
7KFY,1,BAC
7KFY,116,BAC
7KFY,1,BAC
7KDM,244,ABC
7KDM,840,ABC
7KDM,2,ABC
4OT1,18018,ABC
4OT1,1,ABC
4OT1,1,ABC
7KDU,244,ABC
7KDU,840,ABC
7KDU,2,ABC
7B2H,1630,ABC
7B2H,1629,ABC
7B2H,1728,ABC
7KEI,253,ABC
7KEI,462,ABC
7KEI,31985,ABC
7KF0,1,ABC
7KF0,1,ABC
7KF0,4033,ABC
7KEO,1,ABC
7KEO,1,ABC
7KEO,38,ABC
7KD2,244,ABC
7KD2,840,ABC
7KD2,2,ABC
3ZUM,293,ABC
3ZUM,288,ABC
3ZUM,295,ABC
3ZUN,492,ABC
3ZUN,516,ABC
3ZUN,791,ABC
7KDD,21612,ABC
7KDD,1,ABC
7KDD,1,ABC
7KFV,116,ACD
7KFV,1,ACD
7KFV,1,ACD
4OGX,4,ABC
4OGX,1,ABC
4OGX,1,ABC
4P59,1121,ABC
4P59,1,ABC
4P59,1,ABC
5L8W,4410,ABC
5L8W,5457,ABC
5L8W,38,ABC
6E56,2187,ACE
6E56,1,ACE
6E56,1,ACE
5IVZ,1,ABE
5IVZ,1,ABE
5IVZ,11577,ABE
4CDF,3028,ABC
4CDF,3155,ABC
4CDF,2781,ABC
5KVD,830,ABC
5KVD,1,ABC
5KVD,1,ABC
6E4T,1671,ABC
6E4T,2463,ABC
6E4T,1224,ABC
5KVF,830,ABC
5KVF,1,ABC
5KVF,1,ABC
6CXC,2,ABG
6CXC,2,ABG
6CXC,1092,ABG
4CDC,3028,ABC
4CDC,3155,ABC
4CDC,2781,ABC
5IV2,1,ABE
5IV2,1,ABE
5IV2,11577,ABE
4CC4,14291,ABC
4CC4,10755,ABC
4CC4,14291,ABC
6CXG,1,ABE
6CXG,1,ABE
6CXG,38837,ABE
5KZC,1,ABC
5KZC,5062,ABC
5KZC,1,ABC
5KZP,1,ABC
5KZP,1,ABC
5KZP,29134,ABC
5ITF,1,ABE
5ITF,1,ABE
5ITF,21980,ABE
6E4U,1671,ABC
6E4U,2463,ABC
6E4U,1224,ABC
4CDD,3028,ABC
4CDD,3155,ABC
4CDD,2781,ABC
6DW1,551,ABD
6DW1,2235,ABD
6DW1,2380,ABD
6ZO0,711,ABC
6ZO0,1507,ABC
6ZO0,653,ABC
6E4W,1671,ABC
6E4W,2463,ABC
6E4W,1224,ABC
6ZNZ,711,ABC
6ZNZ,1507,ABC
6ZNZ,653,ABC
6CXY,951,ABC
6CXY,1,ABC
6CXY,1,ABC
6ZNY,711,ABC
6ZNY,1507,ABC
6ZNY,653,ABC
4NTX,2238,ABC
4NTX,286,ABC
4NTX,155,ABC
6ZO1,1507,BAC
6ZO1,711,BAC
6ZO1,653,BAC
5L6N,139,ABC
5L6N,4,ABC
5L6N,38023,ABC
4CDE,3028,ABC
4CDE,3155,ABC
4CDE,2781,ABC
6ZO3,711,ABC
6ZO3,1507,ABC
6ZO3,653,ABC
6ZO2,711,ABC
6ZO2,1507,ABC
6ZO2,653,ABC
4CEU,711,ABC
4CEU,1507,ABC
4CEU,653,ABC
6E4X,2187,ABC
6E4X,1,ABC
6E4X,1,ABC
6E4Z,1,ABC
6E4Z,1,ABC
6E4Z,13319,ABC
4S1S,345,ABC
4S1S,1,ABC
4S1S,1,ABC
4BZ2,830,ABC
4BZ2,1,ABC
4BZ2,1,ABC
4BZ1,830,ABC
4BZ1,1,ABC
4BZ1,1,ABC
6CUO,12,ABC
6CUO,634,ABC
6CUO,12,ABC
6D59,12,ABC
6D59,634,ABC
6D59,12,ABC
6ZUH,139,ABC
6ZUH,4,ABC
6ZUH,1447,ABC
6D56,12,ABC
6D56,634,ABC
6D56,12,ABC
1VGC,731,BCA
1VGC,720,BCA
1VGC,891,BCA
6D55,12,ABC
6D55,634,ABC
6D55,12,ABC
6ZUU,139,ABC
6ZUU,4,ABC
6ZUU,1447,ABC
6ZV8,139,ACB
6ZV8,1447,ACB
6ZV8,4,ACB
6D5G,634,BAC
6D5G,12,BAC
6D5G,12,BAC
6CUP,12,ABC
6CUP,634,ABC
6CUP,12,ABC
6ZUW,139,ACB
6ZUW,1447,ACB
6ZUW,4,ACB
6D5E,12,ACB
6D5E,12,ACB
6D5E,634,ACB
6ZV7,139,ABC
6ZV7,4,ABC
6ZV7,1447,ABC
6ZUX,139,ABC
6ZUX,4,ABC
6ZUX,1447,ABC
6CQJ,253,ABC
6CQJ,358,ABC
6CQJ,6153,ABC
6D2P,5062,ABC
6D2P,1,ABC
6D2P,1,ABC
4BUJ,24117,ABC
4BUJ,22737,ABC
4BUJ,9482,ABC
6ZUG,699,ABC
6ZUG,4,ABC
6ZUG,1447,ABC
6ZUN,139,ABC
6ZUN,4,ABC
6ZUN,1447,ABC
4S1Q,345,ABC
4S1Q,1,ABC
4S1Q,1,ABC
6D5H,634,BCA
6D5H,12,BCA
6D5H,12,BCA
4S1R,345,ABC
4S1R,1,ABC
4S1R,1,ABC
6D5J,12,ABC
6D5J,634,ABC
6D5J,12,ABC
6D5L,12,ACB
6D5L,12,ACB
6D5L,634,ACB
5LCV,498,ACD
5LCV,1,ACD
5LCV,1,ACD
5LDD,33197,ABC
5LDD,33198,ABC
5LDD,3867,ABC
5LBS,498,ACE
5LBS,2,ACE
5LBS,2,ACE
6D7G,3572,ACB
6D7G,1,ACB
6D7G,8883,ACB
6E62,12278,ABC
6E62,1,ABC
6E62,1,ABC
4BY6,21709,ABC
4BY6,40958,ABC
4BY6,40959,ABC
5LCE,139,ABC
5LCE,4,ABC
5LCE,837,ABC
6CUR,12,ABC
6CUR,634,ABC
6CUR,12,ABC
6E63,12278,ABC
6E63,1,ABC
6E63,1,ABC
5KUY,74,ABG
5KUY,78,ABG
5KUY,12572,ABG
4CEX,711,ABC
4CEX,1507,ABC
4CEX,653,ABC
4CH2,139,ABE
4CH2,4,ABE
4CH2,17228,ABE
4RX4,345,ABC
4RX4,1,ABC
4RX4,1,ABC
5JLJ,382,ABC
5JLJ,669,ABC
5JLJ,535,ABC
4NN5,13349,ABC
4NN5,4443,ABC
4NN5,13350,ABC
4TQE,1,ABC
4TQE,1,ABC
4TQE,29123,ABC
6DG5,31542,BAC
6DG5,20096,BAC
6DG5,5418,BAC
4RWY,345,ABC
4RWY,1,ABC
4RWY,1,ABC
4D52,2188,ABC
4D52,2188,ABC
4D52,2188,ABC
4TRQ,19339,ABC
4TRQ,34257,ABC
4TRQ,34258,ABC
6DDR,1,ABC
6DDR,1,ABC
6DDR,13331,ABC
5JWR,2968,ABE
5JWR,4122,ABE
5JWR,28178,ABE
4O1Q,1727,ACD
4O1Q,1198,ACD
4O1Q,1133,ACD
5JWE,10,ABI
5JWE,6,ABI
5JWE,38597,ABI
6DF3,18777,BCA
6DF3,17411,BCA
6DF3,10298,BCA
5K9O,1,ABC
5K9O,1,ABC
5K9O,758,ABC
5K9K,1,ABC
5K9K,1,ABC
5K9K,758,ABC
6DI8,891,ABC
6DI8,731,ABC
6DI8,720,ABC
4NO2,10,ABC
4NO2,6,ABC
4NO2,22414,ABC
5JTW,4596,ABC
5JTW,14632,ABC
5JTW,4597,ABC
5JMM,144,ABC
5JMM,144,ABC
5JMM,2173,ABC
4NE9,2861,ACD
4NE9,16050,ACD
4NE9,19180,ACD
6DIG,462,BAC
6DIG,253,BAC
6DIG,28421,BAC
6DNQ,32103,ABC
6DNQ,18654,ABC
6DNQ,3685,ABC
5JNX,2442,ABC
5JNX,6341,ABC
5JNX,6965,ABC
4NHC,1,ABC
4NHC,1,ABC
4NHC,2562,ABC
6DKJ,1,ABC
6DKJ,1,ABC
6DKJ,26048,ABC
5K1C,4410,ABC
5K1C,5457,ABC
5K1C,18815,ABC
4THN,139,ABC
4THN,4,ABC
4THN,20499,ABC
5JPN,4596,ABC
5JPN,6604,ABC
5JPN,4597,ABC
5JZY,139,ABC
5JZY,4,ABC
5JZY,837,ABC
6DC8,1,ABC
6DC8,1,ABC
6DC8,13509,ABC
4NTW,2238,ACB
4NTW,155,ACB
4NTW,286,ACB
5KQ5,1671,ABC
5KQ5,2463,ABC
5KQ5,1224,ABC
5KN5,1,ABC
5KN5,1,ABC
5KN5,28869,ABC
5KNL,2520,ABC
5KNL,38,ABC
5KNL,227,ABC
5KNM,17716,BCDA
5KNM,29147,BCDA
5KNM,10,BCDA
5L0Q,18633,ABC
5L0Q,1,ABC
5L0Q,1,ABC
4O4Y,1,ABC
4O4Y,1,ABC
4O4Y,18766,ABC
5IYX,1802,ABC
5IYX,20305,ABC
5IYX,2082,ABC
6ZJG,16030,ABC
6ZJG,1,ABC
6ZJG,1,ABC
6DC9,1,BAC
6DC9,1,BAC
6DC9,13509,BAC
1W0K,282,ADG
1W0K,261,ADG
1W0K,250,ADG
6ZLR,1,CAB
6ZLR,116,CAB
6ZLR,1,CAB
6E3L,9008,ACE
6E3L,10260,ACE
6E3L,14570,ACE
6E3K,9008,ACE
6E3K,10260,ACE
6E3K,14570,ACE
4CH8,4,BAI
4CH8,139,BAI
4CH8,17228,BAI
1W0J,282,ADG
1W0J,261,ADG
1W0J,250,ADG
6ZGO,4,BCA
6ZGO,837,BCA
6ZGO,139,BCA
4CNI,1,ABC
4CNI,1,ABC
4CNI,3674,ABC
6ZFO,116,ABC
6ZFO,1,ABC
6ZFO,1,ABC
5JBT,4,ABC
5JBT,30626,ABC
5JBT,30627,ABC
4O3T,4,ABC
4O3T,6632,ABC
4O3T,31075,ABC
6DC3,1,ABC
6DC3,1,ABC
6DC3,1092,ABC
6DC5,1092,ADE
6DC5,1,ADE
6DC5,1,ADE
4D0C,10,ABC
4D0C,6,ABC
4D0C,29169,ABC
4TV1,144,ABC
4TV1,144,ABC
4TV1,2173,ABC
6DB6,1,BCA
6DB6,2268,BCA
6DB6,1,BCA
6DB7,1,BCA
6DB7,2268,BCA
6DB7,1,BCA
4NQL,16477,ABC
4NQL,38,ABC
4NQL,38,ABC
1W80,3796,ABC
1W80,16393,ABC
1W80,25612,ABC
6DCA,1,ABC
6DCA,1,ABC
6DCA,13509,ABC
5JFD,139,ABC
5JFD,4,ABC
5JFD,837,ABC
5KAQ,1,CDA
5KAQ,1,CDA
5KAQ,758,CDA
5LOW,8332,ADE
5LOW,18898,ADE
5LOW,10443,ADE
6DW0,551,ABD
6DW0,2235,ABD
6DW0,2380,ABD
4AEI,1080,ADG
4AEI,1,ADG
4AEI,1,ADG
4RAV,14927,EAB
4RAV,2,EAB
4RAV,2,EAB
5HVH,2382,ABC
5HVH,2,ABC
5HVH,2,ABC
4OLX,345,ABC
4OLX,1,ABC
4OLX,1,ABC
4OLY,345,ABC
4OLY,1,ABC
4OLY,1,ABC
2Z2L,10699,CAB
2Z2L,10697,CAB
2Z2L,10698,CAB
2Z2M,10698,BAC
2Z2M,10697,BAC
2Z2M,10699,BAC
5I73,924,ACB
5I73,1,ACB
5I73,1,ACB
2YPV,1981,ABC
2YPV,1,ABC
2YPV,1,ABC
5I71,924,ABC
5I71,1,ABC
5I71,1,ABC
5I6Z,1,CAB
5I6Z,924,CAB
5I6Z,1,CAB
5I6X,1,BAC
5I6X,924,BAC
5I6X,1,BAC
5I74,924,ABC
5I74,1,ABC
5I74,1,ABC
5I75,1,BCA
5I75,1,BCA
5I75,924,BCA
4QXU,1,ABC
4QXU,1,ABC
4QXU,38234,ABC
4OLW,345,ABC
4OLW,1,ABC
4OLW,1,ABC
4OLV,345,ABC
4OLV,1,ABC
4OLV,1,ABC
6ZX9,794,ABC
6ZX9,6628,ABC
6ZX9,7049,ABC
5HYQ,1,ABE
5HYQ,1,ABE
5HYQ,10710,ABE
4B95,492,ABC
4B95,516,ABC
4B95,791,ABC
6CBV,1,ABC
6CBV,1,ABC
6CBV,388,ABC
1V7P,281,ABC
1V7P,281,ABC
1V7P,1926,ABC
1UVQ,253,ABC
1UVQ,462,ABC
1UVQ,38905,ABC
4RDQ,3877,AFG
4RDQ,1,AFG
4RDQ,1,AFG
5HYS,1,ABI
5HYS,1,ABI
5HYS,218,ABI
4AWJ,492,ABC
4AWJ,516,ABC
4AWJ,791,ABC
4OLU,345,ABC
4OLU,1,ABC
4OLU,1,ABC
5I9Q,1,CDA
5I9Q,1,CDA
5I9Q,345,CDA
2ODY,1072,ABE
2ODY,4,ABE
2ODY,40897,ABE
2YNM,13605,ACD
2YNM,5580,ACD
2YNM,5677,ACD
4OM0,345,ABC
4OM0,1,ABC
4OM0,1,ABC
4OM1,345,ABC
4OM1,1,ABC
4OM1,1,ABC
4OLZ,345,ABC
4OLZ,1,ABC
4OLZ,1,ABC
5I5K,3259,ABC
5I5K,1,ABC
5I5K,1,ABC
2ONK,35187,AEI
2ONK,19627,AEI
2ONK,5637,AEI
4QWW,67,ACD
4QWW,1,ACD
4QWW,1,ACD
6C6Y,1,ABE
6C6Y,1,ABE
6C6Y,2325,ABE
6BVL,12,ABC
6BVL,634,ABC
6BVL,12,ABC
4AL8,830,ABC
4AL8,1,ABC
4AL8,1,ABC
6EI2,10,ABC
6EI2,6,ABC
6EI2,36167,ABC
2ZNV,9634,ABC
2ZNV,38,ABC
2ZNV,38,ABC
6EHG,1313,ABC
6EHG,1842,ABC
6EHG,2,ABC
5HPM,1,ABE
5HPM,1,ABE
5HPM,36128,ABE
6C6Z,2325,ACD
6C6Z,1,ACD
6C6Z,1,ACD
1UMX,288,BCA
1UMX,295,BCA
1UMX,293,BCA
6BVI,12,ABC
6BVI,634,ABC
6BVI,12,ABC
6BVJ,12,ABC
6BVJ,634,ABC
6BVJ,12,ABC
4P3C,1,ABC
4P3C,1,ABC
4P3C,18748,ABC
4P3D,1,ABC
4P3D,1,ABC
4P3D,18748,ABC
4AG4,30159,ABC
4AG4,1,ABC
4AG4,1,ABC
4AEN,253,ABC
4AEN,358,ABC
4AEN,14617,ABC
6BVK,12,ABC
6BVK,634,ABC
6BVK,12,ABC
6BVM,12,ABC
6BVM,634,ABC
6BVM,12,ABC
4ALA,830,ABC
4ALA,1,ABC
4ALA,1,ABC
2ZHF,139,ABC
2ZHF,4,ABC
2ZHF,1850,ABC
1UMA,139,ABC
1UMA,4,ABC
1UMA,1159,ABC
2ZFR,139,ABC
2ZFR,4,ABC
2ZFR,1850,ABC
2ZFQ,139,ABC
2ZFQ,4,ABC
2ZFQ,1850,ABC
2ZDA,139,ABC
2ZDA,4,ABC
2ZDA,1447,ABC
6BXP,16377,CAB
6BXP,10,CAB
6BXP,6,CAB
2ZDV,139,ABC
2ZDV,4,ABC
2ZDV,1447,ABC
2ZCK,4,ABCD
2ZCK,1,ABCD
2ZCK,1,ABCD
2ZCH,1,CAB
2ZCH,4,CAB
2ZCH,1,CAB
2ZCL,4,ABC
2ZCL,1,ABC
2ZCL,1,ABC
4OQT,19205,ABC
4OQT,1,ABC
4OQT,1,ABC
2ZC3,10698,BCA
2ZC3,10699,BCA
2ZC3,10697,BCA
2ZC4,10697,ABC
2ZC4,10698,ABC
2ZC4,10699,ABC
5I4Q,18657,ABC
5I4Q,18658,ABC
5I4Q,33945,ABC
2NY7,1358,ABC
2NY7,1,ABC
2NY7,1,ABC
4AX9,4,ABC
4AX9,865,ABC
4AX9,699,ABC
4OGY,4,ACD
4OGY,1,ACD
4OGY,1,ACD
6D03,714,CEA
6D03,13887,CEA
6D03,2729,CEA
7FAH,758,ABC
7FAH,1,ABC
7FAH,1,ABC
4BQ6,7396,ACD
4BQ6,8433,ACD
4BQ6,8434,ACD
4NZR,1,ABC
4NZR,1,ABC
4NZR,18973,ABC
4BOH,4,ABE
4BOH,139,ABE
4BOH,27493,ABE
6D01,1,ABI
6D01,1,ABI
6D01,7117,ABI
6D05,2729,ACE
6D05,714,ACE
6D05,13887,ACE
6CO3,1,ABC
6CO3,1,ABC
6CO3,19269,ABC
2XWJ,1313,ABI
2XWJ,1842,ABI
2XWJ,5247,ABI
6D04,2729,ACE
6D04,714,ACE
6D04,13887,ACE
6CMG,2620,ABC
6CMG,1,ABC
6CMG,1,ABC
2NR6,302,ACD
2NR6,1,ACD
2NR6,1,ACD
6CMI,2620,ABC
6CMI,1,ABC
6CMI,1,ABC
7FCQ,116,ABC
7FCQ,1,ABC
7FCQ,1,ABC
6DZV,2,BAC
6DZV,924,BAC
6DZV,2,BAC
4BQ8,8790,ABC
4BQ8,8433,ABC
4BQ8,8434,ABC
7FAE,48,ADE
7FAE,433,ADE
7FAE,1,ADE
6D0U,2187,ABC
6D0U,1,ABC
6D0U,1,ABC
6D0X,1,ABC
6D0X,1,ABC
6D0X,10112,ABC
5J12,15176,ABC
5J12,4443,ABC
5J12,22172,ABC
5IOP,1,ABE
5IOP,1,ABE
5IOP,11577,ABE
5J11,15176,ABC
5J11,4443,ABC
5J11,22172,ABC
5J13,15176,ABC
5J13,1,ABC
5J13,1,ABC
5LRV,12982,ABC
5LRV,38,ABC
5LRV,38,ABC
5LS7,6383,ABC
5LS7,8899,ABC
5LS7,3349,ABC
5M45,15355,ABC
5M45,11855,ABC
5M45,15356,ABC
6CPL,31247,ABC
6CPL,358,ABC
6CPL,31248,ABC
6CPO,253,ABC
6CPO,358,ABC
6CPO,6153,ABC
6CPN,253,ABC
6CPN,358,ABC
6CPN,6153,ABC
5LPD,139,ABC
5LPD,4,ABC
5LPD,837,ABC
5IR1,1,ABE
5IR1,1,ABE
5IR1,21980,ABE
5LOB,8332,ADE
5LOB,18898,ADE
5LOB,35368,ADE
6DZZ,924,ACB
6DZZ,2,ACB
6DZZ,2,ACB
4BJ6,21805,ACD
4BJ6,12788,ACD
4BJ6,21806,ACD
4AY9,3661,ABG
4AY9,7074,ABG
4AY9,22848,ABG
4BAM,139,ABC
4BAM,4,ABC
4BAM,1850,ABC
4BAH,139,ABC
4BAH,4,ABC
4BAH,16533,ABC
4RET,303,ABC
4RET,598,ABC
4RET,2241,ABC
4RES,303,ABC
4RES,598,ABC
4RES,2241,ABC
4BAQ,139,ABC
4BAQ,4,ABC
4BAQ,1850,ABC
4BAO,139,ABC
4BAO,4,ABC
4BAO,1159,ABC
4BAN,139,ABC
4BAN,4,ABC
4BAN,1850,ABC
4BA1,2039,ABC
4BA1,2121,ABC
4BA1,7211,ABC
4BJ5,21805,ACD
4BJ5,12788,ACD
4BJ5,21806,ACD
4RER,1671,ABC
4RER,2463,ABC
4RER,1224,ABC
2YEP,15333,ABF
2YEP,5210,ABF
2YEP,5210,ABF
5ID0,1,ABE
5ID0,1,ABE
5ID0,35929,ABE
4AZ2,699,ABC
4AZ2,4,ABC
4AZ2,865,ABC
4AYY,699,ABC
4AYY,4,ABC
4AYY,865,ABC
4AYV,699,ABC
4AYV,4,ABC
4AYV,865,ABC
4BAK,139,ABC
4BAK,4,ABC
4BAK,16533,ABC
5ICY,1,ABE
5ICY,1,ABE
5ICY,44334,ABE
5ICX,1,BEA
5ICX,43620,BEA
5ICX,1,BEA
5ICZ,1,ABE
5ICZ,1,ABE
5ICZ,11577,ABE
5ID1,1,ABE
5ID1,1,ABE
5ID1,30821,ABE
2YC1,2,ABC
2YC1,2,ABC
2YC1,2228,ABC
5IF0,1,ABC
5IF0,1,ABC
5IF0,5062,ABC
4BCN,60,ABD
4BCN,356,ABD
4BCN,356,ABD
2O6V,38,ABD
2O6V,38,ABD
2O6V,38,ABD
7FJS,37472,ABC
7FJS,116,ABC
7FJS,1,ABC
7FJO,1,ABG
7FJO,1,ABG
7FJO,48,ABG
7FJN,48,ADF
7FJN,2,ADF
7FJN,2,ADF
5IES,1,ABC
5IES,1,ABC
5IES,5062,ABC
2XWT,1,ABC
2XWT,1,ABC
2XWT,13934,ABC
2XXM,1864,ABC
2XXM,2,ABC
2XXM,31056,ABC
5IGX,345,ABC
5IGX,1,ABC
5IGX,1,ABC
4RGO,473,ABC
4RGO,1,ABC
4RGO,1,ABC
7AI1,3006,ABC
7AI1,227,ABC
7AI1,38,ABC
5I2I,1,BEA
5I2I,27600,BEA
5I2I,1,BEA
4NKQ,10326,ABC
4NKQ,4954,ABC
4NKQ,32167,ABC
7LFA,11329,ABD
7LFA,1,ABD
7LFA,1,ABD
7LFB,1,ABC
7LFB,1,ABC
7LFB,11329,ABC
7MGV,35732,ABE
7MGV,35733,ABE
7MGV,35734,ABE
7A3T,498,ABC
7A3T,1,ABC
7A3T,1,ABC
7LFD,22927,ABC
7LFD,1,ABC
7LFD,1,ABC
7M51,1,BAC
7M51,36152,BAC
7M51,1,BAC
2QI9,4863,ACE
2QI9,6559,ACE
2QI9,6223,ACE
7ADY,880,ABC
7ADY,4406,ABC
7ADY,8025,ABC
5GDS,139,ABC
5GDS,4,ABC
5GDS,20499,ABC
3A3Y,303,ABC
3A3Y,598,ABC
3A3Y,2029,ABC
5GHW,1,BCA
5GHW,14639,BCA
5GHW,1,BCA
7LS9,48,ABC
7LS9,1,ABC
7LS9,1,ABC
7A5R,1,ABC
7A5R,1,ABC
7A5R,48,ABC
7MFT,2165,ABC
7MFT,3576,ABC
7MFT,3859,ABC
7LRT,1,ABG
7LRT,1,ABG
7LRT,48,ABG
3X3F,1,ABC
3X3F,1,ABC
3X3F,5369,ABC
7LRS,116,ABC
7LRS,1,ABC
7LRS,1,ABC
7M53,23985,ABC
7M53,1,ABC
7M53,1,ABC
7MF3,4442,ACD
7MF3,65,ACD
7MF3,65,ACD
7LXX,2,ABC
7LXX,2,ABC
7LXX,48,ABC
2QSC,1,ABC
2QSC,1,ABC
2QSC,5833,ABC
4PRD,10,ABC
4PRD,6,ABC
4PRD,12116,ABC
7MKM,116,ABC
7MKM,2,ABC
7MKM,2,ABC
7LKF,20786,ABC
7LKF,1,ABC
7LKF,1,ABC
7M55,17004,ABC
7M55,1,ABC
7M55,1,ABC
7MFM,2165,ABD
7MFM,3576,ABD
7MFM,3859,ABD
7MLU,2,ABK
7MLU,2,ABK
7MLU,551,ABK
7MF1,1,BAC
7MF1,116,BAC
7MF1,1,BAC
7LF8,11329,ABC
7LF8,1,ABC
7LF8,1,ABC
7MJS,1,ABC
7MJS,1,ABC
7MJS,12363,ABC
7MKL,1022,ADE
7MKL,2,ADE
7MKL,2,ADE
7M6F,1,CAD
7M6F,48,CAD
7M6F,1,CAD
7M71,1022,ACD
7M71,433,ACD
7M71,1,ACD
7LSS,48,ADE
7LSS,2,ADE
7LSS,2,ADE
7MLV,2,ABI
7MLV,2,ABI
7MLV,551,ABI
7LXW,2,ABC
7LXW,2,ABC
7LXW,48,ABC
7LKB,1,ABC
7LKB,1,ABC
7LKB,3531,ABC
7ADR,880,ABC
7ADR,4406,ABC
7ADR,8025,ABC
7MJK,48,ABC
7MJK,1,ABC
7MJK,1,ABC
7LD1,1022,ADE
7LD1,1,ADE
7LD1,1,ADE
1XME,1316,ABC
1XME,1300,ABC
1XME,1301,ABC
7MDW,2,ABC
7MDW,116,ABC
7MDW,2,ABC
7AC9,139,ABC
7AC9,4,ABC
7AC9,837,ABC
7KXK,48,ADE
7KXK,1,ADE
7KXK,1,ADE
7M7B,1022,ABC
7M7B,433,ABC
7M7B,1,ABC
4PRB,10,ABC
4PRB,6,ABC
4PRB,17954,ABC
7M6G,48,ADF
7M6G,1,ADF
7M6G,1,ADF
7A5S,1,ABC
7A5S,1,ABC
7A5S,48,ABC
7A0W,5973,ACD
7A0W,1,ACD
7A0W,1,ACD
7MLH,1,ABC
7MLH,5138,ABC
7MLH,1,ABC
4PKY,864,ABG
4PKY,29289,ABG
4PKY,864,ABG
5GQR,1802,ABC
5GQR,8280,ABC
5GQR,2082,ABC
3VXF,139,ABCD
3VXF,4,ABCD
3VXF,11433,ABCD
7MIY,11034,BAC
7MIY,7796,BAC
7MIY,2378,BAC
4QNP,401,ACD
4QNP,1,ACD
4QNP,1,ACD
3WGV,303,ABC
3WGV,598,ABC
3WGV,2241,ABC
3VXE,139,ABCD
3VXE,4,ABCD
3VXE,11433,ABCD
5FTU,40797,ABC
5FTU,4749,ABC
5FTU,10808,ABC
4QFR,1671,ABC
4QFR,2463,ABC
4QFR,1224,ABC
4QFS,1671,ABC
4QFS,2463,ABC
4QFS,1224,ABC
3WGU,303,ABC
3WGU,598,ABC
3WGU,2241,ABC
3W9E,5046,ABC
3W9E,1,ABC
3W9E,1,ABC
7MJ5,31360,ABC
7MJ5,139,ABC
7MJ5,4,ABC
4QHU,1,ABE
4QHU,1,ABE
4QHU,2987,ABE
2PV9,1072,ABC
2PV9,4,ABC
2PV9,27334,ABC
2PUX,1072,ABC
2PUX,4,ABC
2PUX,30689,ABC
4PRN,10,ABC
4PRN,6,ABC
4PRN,17954,ABC
3WN5,218,ABC
3WN5,218,ABC
3WN5,1184,ABC
8DT3,48,ABC
8DT3,1,ABC
8DT3,1,ABC
7M6E,48,ACG
7M6E,1,ACG
7M6E,1,ACG
7KXJ,48,ADE
7KXJ,1,ADE
7KXJ,1,ADE
7M6H,48,ADF
7M6H,1,ADF
7M6H,1,ADF
7M52,24880,ABC
7M52,1,ABC
7M52,1,ABC
7LY0,48,ABC
7LY0,2,ABC
7LY0,2,ABC
7M3I,1,ABC
7M3I,1,ABC
7M3I,5670,ABC
6ET9,3939,AEI
6ET9,15777,AEI
6ET9,9425,AEI
7LAB,1,ABE
7LAB,1,ABE
7LAB,1022,ABE
7MFU,116,ABC
7MFU,2,ABC
7MFU,2,ABC
7LY3,4011,ACD
7LY3,1,ACD
7LY3,1,ACD
5FUC,3674,ACE
5FUC,13429,ACE
5FUC,2,ACE
5FTT,4749,BCA
5FTT,10808,BCA
5FTT,36672,BCA
5H35,1,ABC
5H35,1,ABC
5H35,14367,ABC
7LAA,1022,ACD
7LAA,1,ACD
7LAA,1,ACD
7A3O,498,ABC
7A3O,2,ABC
7A3O,2,ABC
7A3Q,498,ACE
7A3Q,2,ACE
7A3Q,2,ACE
7A3P,498,ACD
7A3P,2,ACD
7A3P,2,ACD
7A0X,5973,ACD
7A0X,1,ACD
7A0X,1,ACD
7LM9,116,ABC
7LM9,1,ABC
7LM9,1,ABC
7A0Y,5973,ACD
7A0Y,1,ACD
7A0Y,1,ACD
7MGW,924,ABC
7MGW,2,ABC
7MGW,2,ABC
5FSE,1507,BAC
5FSE,711,BAC
5FSE,653,BAC
6EQI,2,BCA
6EQI,4615,BCA
6EQI,38,BCA
6EWB,331,AEF
6EWB,1,AEF
6EWB,1,AEF
5G4H,653,CAB
5G4H,711,CAB
5G4H,1507,CAB
4PKF,10356,ABC
4PKF,19043,ABC
4PKF,10357,ABC
